"Destination","FlightNumber","Code","Scheduled","Delay"
"Sochi","FV 6719","AER","2023/11/17 17:00","Ontime"
"Samara","FV 6949","KUF","2023/11/17 17:20","Ontime"
"Tehran","6A 222","IKA","2023/11/17 17:35","Ontime"
"Moscow","A4 7029","VKO","2023/11/17 17:35","Ontime"
"Kishinev","3F 868","KIV","2023/11/17 18:30","Ontime"
"Moscow","3F 316","DME","2023/11/17 18:30","Ontime"
"Moscow","5G 510","VKO","2023/11/17 19:10","Ontime"
"Kaluga","A4 4009","KLF","2023/11/17 19:15","Ontime"
"Larnaca","W6 4549","LCA","2023/11/17 19:20","Ontime"
"Moscow","SU 1862","SVO","2023/11/17 19:30","Ontime"
"Abu Dhabi","5W 7187","AUH","2023/11/17 20:00","Ontime"
"Venice","W4 5483","VCE","2023/11/17 20:10","Ontime"
"Paris","AF 1060","CDG","2023/11/17 20:15","Ontime"
"Paris","DL 8722","CDG","2023/11/17 20:15","Ontime"
"Paris","KL 2447","CDG","2023/11/17 20:15","Ontime"
"Milan","3F 246","MXP","2023/11/17 20:30","Ontime"
"St.Petersburg","FV 6923","LED","2023/11/17 20:45","Ontime"
"Larnaca","W6 4557","LCA","2023/11/17 22:50","Ontime"
"Mineralnye Vody","A4 6029","MRV","2023/11/17 22:50","Ontime"
"Tbilisi","3F 584","TBS","2023/11/17 23:00","Ontime"
"Dortmund","W6 4425","DTM","2023/11/17 23:40","Ontime"
"Moscow","JI 105","SVO","2023/11/17 23:50","Ontime"
"Doha","QR 285","DOH","2023/11/18 00:15","Ontime"
"Sharm El Sheikh","SM 994","SSH","2023/11/16 09:20","Ontime"
"Moscow","3F 315","DME","2023/11/16 10:30","Departed"
"Larnaca","3F 871","LCA","2023/11/16 11:40","Departed"
"Sharjah","G9 245","SHJ","2023/11/16 12:20","Departed"
"Kishinev","3F 867","KIV","2023/11/16 12:20","Departed"
"Abu Dhabi","5W 7014","AUH","2023/11/16 12:25","Departed"
"Dubai","FZ 718","DXB","2023/11/16 12:30","Departed"
"Dubai","EK 2207","DXB","2023/11/16 12:30","Departed"
"Mineralnye Vody","A4 6032","MRV","2023/11/16 13:25","Departed"
"Larnaca","CY 415","LCA","2023/11/16 13:30","Departed"
"Beirut","ME 276","BEY","2023/11/16 14:15","Departed"
"Moscow","SU 1865","SVO","2023/11/16 14:20","Departed"
"Rome","W4 8336","FCO","2023/11/16 14:20","Departed"
"Moscow","WZ 4340","ZIA","2023/11/16 14:40","Departed"
"Nizhny Novgorod","5G 120","GOJ","2023/11/16 14:40","Departed"
"Yekaterinburg","SU 617","SVX","2023/11/16 15:55","Departed"
"Tehran","QB 2250","IKA","2023/11/16 17:00","Departed"
"Moscow","SU 1861","SVO","2023/11/16 17:20","Departed"
"Volgograd","FV 6946","VOG","2023/11/16 17:30","Departed"
"Volgograd","SU 6946","VOG","2023/11/16 17:30","Departed"
"Moscow","A4 7030","VKO","2023/11/16 18:25","Departed"
"Tehran","SHI 7327","IKA","2023/11/16 18:30","Departed"
"Istanbul","3F 475","IST","2023/11/16 19:00","Departed"
"Moscow","SU 1863","SVO","2023/11/16 20:30","Departed"
"Moscow","G6 405","DME","2023/11/16 20:30","Departed"
"Abu Dhabi","5W 7188","AUH","2023/11/16 20:35","Departed"
"St.Petersburg","FV 6924","LED","2023/11/16 21:45","Departed"
"Kishinev","3F 533","KIV","2023/11/16 21:45","Departed"
"St.Petersburg","SU 6924","LED","2023/11/16 21:45","Departed"
"Sochi","FV 6720","AER","2023/11/16 21:50","Departed"
"Sochi","SU 6720","AER","2023/11/16 21:50","Departed"
"Larnaca","W6 4550","LCA","2023/11/16 22:10","Departed"
"Milan","W4 5568","MXP","2023/11/16 22:50","Departed"
"Moscow","3F 325","VKO","2023/11/17 01:30","Departed"
"Moscow","JI 100","SVO","2023/11/17 02:10","Ontime"
"Doha","QR 286","DOH","2023/11/17 03:00","Ontime"
"Moscow","UT 786","VKO","2023/11/17 03:55","Ontime"
"Istanbul","PC 551","SAW","2023/11/17 04:15","Ontime"
"Frankfurt","LH 1561","FRA","2023/11/17 05:05","Ontime"
"Warsaw","LO 728","WAW","2023/11/17 05:15","Ontime"
"Athens","A3 899","ATH","2023/11/17 05:20","Ontime"
"Vienna","OS 642","VIE","2023/11/17 05:45","Ontime"
"Vienna","LH 6445","VIE","2023/11/17 05:45","Ontime"
"Vienna","UA 9828","VIE","2023/11/17 05:45","Ontime"
"Moscow","SU 1965","SVO","2023/11/17 06:35","Ontime"
"Surgut","UT 712","SGC","2023/11/17 09:55","Ontime"
"Moscow","3F 315","DME","2023/11/17 10:10","Ontime"
"Kaluga","A4 4010","KLF","2023/11/17 10:40","Delay"
"Kapan","NAI 1001","RA1","2023/11/17 11:00","Ontime"
"Milan","3F 245","MXP","2023/11/17 11:00","Ontime"
"Moscow","5G 509","VKO","2023/11/17 11:10","Ontime"
"Sochi","JI 122","AER","2023/11/17 11:20","Ontime"
"Tehran","G6 301","IKA","2023/11/17 11:30","Ontime"
"Sharjah","G9 245","SHJ","2023/11/17 12:20","Ontime"
"Kishinev","3F 867","KIV","2023/11/17 12:20","Ontime"
"Abu Dhabi","5W 7014","AUH","2023/11/17 12:25","Ontime"
"Dubai","FZ 718","DXB","2023/11/17 12:30","Ontime"
"Dubai","EK 2207","DXB","2023/11/17 12:30","Ontime"
"Vienna","W4 2892","VIE","2023/11/17 13:15","Ontime"
"Tehran","6A 221","IKA","2023/11/17 13:35","Ontime"
"Sochi","A4 5030","AER","2023/11/17 13:50","Ontime"
"Moscow","SU 1865","SVO","2023/11/17 14:20","Ontime"
"Rome","W4 8336","FCO","2023/11/17 14:20","Ontime"
"Sochi","WZ 4330","AER","2023/11/17 14:50","Ontime"
"Moscow","JI 104","SVO","2023/11/17 15:50","Ontime"
"Moscow","G6 403","DME","2023/11/17 16:50","Ontime"
"Moscow","SU 1861","SVO","2023/11/17 17:20","Ontime"
"Dortmund","W6 4426","DTM","2023/11/17 17:20","Ontime"
"Sochi","FV 6720","AER","2023/11/17 17:50","Ontime"
"Sochi","SU 6720","AER","2023/11/17 17:50","Ontime"
"Samara","FV 6950","KUF","2023/11/17 18:20","Ontime"
"Moscow","A4 7030","VKO","2023/11/17 18:25","Ontime"
"Tbilisi","3F 583","TBS","2023/11/17 19:50","Ontime"
"Larnaca","W6 4550","LCA","2023/11/17 19:55","Ontime"
"Mineralnye Vody","A4 6032","MRV","2023/11/17 20:05","Ontime"
"Moscow","SU 1863","SVO","2023/11/17 20:30","Ontime"
"Abu Dhabi","5W 7188","AUH","2023/11/17 20:35","Ontime"
"Venice","W4 5484","VCE","2023/11/17 20:45","Ontime"
"St.Petersburg","FV 6922","LED","2023/11/17 21:45","Ontime"
"St.Petersburg","SU 6922","LED","2023/11/17 21:45","Ontime"
"Kishinev","3F 533","KIV","2023/11/17 21:45","Ontime"
"Larnaca","W6 4558","LCA","2023/11/17 23:25","Ontime"
"Mineralnye Vody","A4 6030","MRV","2023/11/17 23:40","Ontime"
"Sofia","W6 4424","SOF","2023/11/18 00:15","Ontime"
"CARDIFF","BRO 785A","CWL","2023/11/16 22:20","Departed"
"Doha","QR 285","DOH","2023/11/17 00:15","Departed"
"Istanbul","3F 476","IST","2023/11/17 01:30","Departed"
"Moscow","UT 785","VKO","2023/11/17 02:30","Departed"
"Istanbul","PC 550","SAW","2023/11/17 02:35","Departed"
"Frankfurt","LH 1560","FRA","2023/11/17 03:55","Departed"
"Warsaw","LO 727","WAW","2023/11/17 04:20","Departed"
"Athens","A3 898","ATH","2023/11/17 04:25","Departed"
"Vienna","OS 641","VIE","2023/11/17 04:40","Departed"
"Vienna","UA 9827","VIE","2023/11/17 04:40","Departed"
"Vienna","LH 6446","VIE","2023/11/17 04:40","Departed"
"Moscow","G6 406","DME","2023/11/17 04:55","Departed"
"Moscow","SU 1964","SVO","2023/11/17 05:35","Departed"
"Kishinev","3F 534","KIV","2023/11/17 06:10","Boarding"
"Surgut","UT 711","SGC","2023/11/17 09:00","Departed"
"Moscow","3F 326","VKO","2023/11/17 09:20","Boarding"
"Mineralnye Vody","A4 6031","MRV","2023/11/17 09:50","Delay"
"Moscow","JI 101","SVO","2023/11/17 10:20","Boarding"
"Dubai","FZ 717","DXB","2023/11/17 11:30","Boarding"
"Sharjah","G9 244","SHJ","2023/11/17 11:30","Boarding"
"Dubai","EK 2206","DXB","2023/11/17 11:30","Boarding"
"Abu Dhabi","5W 7013","AUH","2023/11/17 11:50","Delay"
"Vienna","W4 2891","VIE","2023/11/17 12:40","Ontime"
"Sochi","A4 5029","AER","2023/11/17 13:00","Ontime"
"Moscow","SU 1864","SVO","2023/11/17 13:25","Delay"
"Kapan","NAI 1002","RA1","2023/11/17 13:45","Delay"
"Rome","W4 8335","FCO","2023/11/17 13:45","Ontime"
"Sochi","WZ 4329","AER","2023/11/17 14:00","Ontime"
"Sochi","JI 123","AER","2023/11/17 15:05","Ontime"
"Tehran","G6 302","IKA","2023/11/17 15:30","Ontime"
"Moscow","SU 1860","SVO","2023/11/17 16:25","Ontime"
"Sofia","W6 4423","SOF","2023/11/17 16:45","Ontime"
"Sochi","FV 6719","AER","2023/11/17 17:00","Ontime"
"Samara","FV 6949","KUF","2023/11/17 17:20","Ontime"
"Tehran","6A 222","IKA","2023/11/17 17:35","Ontime"
"Moscow","A4 7029","VKO","2023/11/17 17:35","Ontime"
"Kishinev","3F 868","KIV","2023/11/17 18:30","Ontime"
"Moscow","3F 316","DME","2023/11/17 18:30","Ontime"
"Moscow","5G 510","VKO","2023/11/17 19:10","Ontime"
"Kaluga","A4 4009","KLF","2023/11/17 19:15","Ontime"
"Larnaca","W6 4549","LCA","2023/11/17 19:20","Ontime"
"Moscow","SU 1862","SVO","2023/11/17 19:30","Ontime"
"Abu Dhabi","5W 7187","AUH","2023/11/17 20:00","Ontime"
"Venice","W4 5483","VCE","2023/11/17 20:10","Ontime"
"Paris","AF 1060","CDG","2023/11/17 20:15","Ontime"
"Paris","DL 8722","CDG","2023/11/17 20:15","Ontime"
"Paris","KL 2447","CDG","2023/11/17 20:15","Ontime"
"Milan","3F 246","MXP","2023/11/17 20:30","Ontime"
"St.Petersburg","FV 6923","LED","2023/11/17 20:45","Ontime"
"Larnaca","W6 4557","LCA","2023/11/17 22:50","Ontime"
"Mineralnye Vody","A4 6029","MRV","2023/11/17 22:50","Ontime"
"Tbilisi","3F 584","TBS","2023/11/17 23:00","Ontime"
"Dortmund","W6 4425","DTM","2023/11/17 23:40","Ontime"
"Moscow","JI 105","SVO","2023/11/17 23:50","Ontime"
"Doha","QR 285","DOH","2023/11/18 00:15","Ontime"
"Ufa","WZ 4673","UFA","2023/11/18 00:40","Ontime"
"Moscow","G6 404","DME","2023/11/18 01:15","Ontime"
"Malta","AMC 7014","MLA","2023/11/18 02:00","Ontime"
"Moscow","UT 785","VKO","2023/11/18 02:30","Ontime"
"Minsk","B2 733","MSQ","2023/11/18 04:05","Ontime"
"Athens","A3 898","ATH","2023/11/18 04:25","Ontime"
"Vienna","OS 641","VIE","2023/11/18 04:40","Ontime"
"Vienna","UA 9827","VIE","2023/11/18 04:40","Ontime"
"Vienna","LH 6446","VIE","2023/11/18 04:40","Ontime"
"Moscow","SU 1964","SVO","2023/11/18 05:35","Ontime"
"Warsaw","LO 729","WAW","2023/11/18 05:35","Ontime"
"Kishinev","3F 534","KIV","2023/11/18 06:10","Ontime"
"Mineralnye Vody","A4 6031","MRV","2023/11/18 07:25","Ontime"
"Ufa","A4 4021","UFA","2023/11/18 09:00","Ontime"
"Larnaca","W6 4549","LCA","2023/11/18 09:05","Ontime"
"Moscow","3F 326","VKO","2023/11/18 09:20","Ontime"
"Sochi","A4 5029","AER","2023/11/18 10:45","Ontime"
"Abu Dhabi","5W 7013","AUH","2023/11/18 10:50","Ontime"
"Sochi","G6 402","AER","2023/11/18 10:50","Ontime"
"Milan","W4 5568","MXP","2023/11/16 22:50","Ontime"
"Moscow","3F 325","VKO","2023/11/17 01:30","Departed"
"Moscow","JI 100","SVO","2023/11/17 02:10","Departed"
"Doha","QR 286","DOH","2023/11/17 03:00","Departed"
"Moscow","UT 786","VKO","2023/11/17 03:55","Departed"
"Istanbul","PC 551","SAW","2023/11/17 04:15","Departed"
"Frankfurt","LH 1561","FRA","2023/11/17 05:05","Departed"
"Warsaw","LO 728","WAW","2023/11/17 05:15","Departed"
"Athens","A3 899","ATH","2023/11/17 05:20","Departed"
"Vienna","OS 642","VIE","2023/11/17 05:45","Departed"
"Vienna","LH 6445","VIE","2023/11/17 05:45","Departed"
"Vienna","UA 9828","VIE","2023/11/17 05:45","Departed"
"Moscow","SU 1965","SVO","2023/11/17 06:35","Departed"
"Surgut","UT 712","SGC","2023/11/17 09:55","Departed"
"Moscow","3F 315","DME","2023/11/17 10:10","Boarding"
"Kaluga","A4 4010","KLF","2023/11/17 10:40","Departed"
"Kapan","NAI 1001","RA1","2023/11/17 11:00","Boarding"
"Milan","3F 245","MXP","2023/11/17 11:00","Delay"
"Moscow","5G 509","VKO","2023/11/17 11:10","Boarding"
"Sochi","JI 122","AER","2023/11/17 11:20","Boarding"
"Tehran","G6 301","IKA","2023/11/17 11:30","Boarding"
"Sharjah","G9 245","SHJ","2023/11/17 12:20","Boarding"
"Kishinev","3F 867","KIV","2023/11/17 12:20","Delay"
"Abu Dhabi","5W 7014","AUH","2023/11/17 12:25","Ontime"
"Dubai","FZ 718","DXB","2023/11/17 12:30","Ontime"
"Dubai","EK 2207","DXB","2023/11/17 12:30","Delay"
"Vienna","W4 2892","VIE","2023/11/17 13:15","Delay"
"Tehran","6A 221","IKA","2023/11/17 13:35","Ontime"
"Sochi","A4 5030","AER","2023/11/17 13:50","Ontime"
"Moscow","SU 1865","SVO","2023/11/17 14:20","Ontime"
"Rome","W4 8336","FCO","2023/11/17 14:20","Ontime"
"Sochi","WZ 4330","AER","2023/11/17 14:50","Ontime"
"Moscow","JI 104","SVO","2023/11/17 15:50","Ontime"
"Moscow","G6 403","DME","2023/11/17 16:50","Ontime"
"Moscow","SU 1861","SVO","2023/11/17 17:20","Ontime"
"Dortmund","W6 4426","DTM","2023/11/17 17:20","Ontime"
"Sochi","FV 6720","AER","2023/11/17 17:50","Ontime"
"Sochi","SU 6720","AER","2023/11/17 17:50","Ontime"
"Samara","FV 6950","KUF","2023/11/17 18:20","Ontime"
"Moscow","A4 7030","VKO","2023/11/17 18:25","Ontime"
"Tbilisi","3F 583","TBS","2023/11/17 19:50","Ontime"
"Larnaca","W6 4550","LCA","2023/11/17 19:55","Ontime"
"Mineralnye Vody","A4 6032","MRV","2023/11/17 20:05","Ontime"
"Moscow","SU 1863","SVO","2023/11/17 20:30","Ontime"
"Abu Dhabi","5W 7188","AUH","2023/11/17 20:35","Ontime"
"Venice","W4 5484","VCE","2023/11/17 20:45","Ontime"
"St.Petersburg","FV 6922","LED","2023/11/17 21:45","Ontime"
"St.Petersburg","SU 6922","LED","2023/11/17 21:45","Ontime"
"Kishinev","3F 533","KIV","2023/11/17 21:45","Ontime"
"Larnaca","W6 4558","LCA","2023/11/17 23:25","Ontime"
"Mineralnye Vody","A4 6030","MRV","2023/11/17 23:40","Ontime"
"Sofia","W6 4424","SOF","2023/11/18 00:15","Ontime"
"Moscow","3F 325","VKO","2023/11/18 01:30","Ontime"
"Ufa","WZ 4674","UFA","2023/11/18 01:30","Ontime"
"Doha","QR 286","DOH","2023/11/18 03:00","Ontime"
"Moscow","UT 786","VKO","2023/11/18 03:55","Ontime"
"Minsk","B2 734","MSQ","2023/11/18 04:55","Ontime"
"Athens","A3 899","ATH","2023/11/18 05:20","Ontime"
"Vienna","OS 642","VIE","2023/11/18 05:45","Ontime"
"Vienna","LH 6445","VIE","2023/11/18 05:45","Ontime"
"Vienna","UA 9828","VIE","2023/11/18 05:45","Ontime"
"Warsaw","LO 730","WAW","2023/11/18 06:30","Ontime"
"Moscow","SU 1965","SVO","2023/11/18 06:35","Ontime"
"Sochi","G6 401","AER","2023/11/18 07:00","Ontime"
"Moscow","JI 102","SVO","2023/11/18 07:15","Ontime"
"Sharm El Sheikh","3F 7641","SSH","2023/11/18 07:50","Ontime"
"Mineralnye Vody","A4 6032","MRV","2023/11/18 08:15","Ontime"
"Paris","DL 8723","CDG","2023/11/18 09:25","Ontime"
"Paris","AF 1061","CDG","2023/11/18 09:25","Ontime"
"Paris","KL 2448","CDG","2023/11/18 09:25","Ontime"
"Larnaca","W6 4550","LCA","2023/11/18 09:40","Ontime"
"Ufa","A4 4022","UFA","2023/11/18 09:50","Ontime"
"Moscow","3F 315","DME","2023/11/18 10:30","Ontime"
"Saratov","5G 170","GSV","2023/11/18 10:45","Ontime"
"Paris","3F 927","CDG","2023/11/18 11:00","Ontime"
"Kapan","NAI 1002","RA1","2023/11/17 13:45","Departed"
"Sochi","JI 123","AER","2023/11/17 15:05","Departed"
"Tehran","G6 302","IKA","2023/11/17 15:30","Departed"
"Moscow","SU 1860","SVO","2023/11/17 16:25","Departed"
"Sofia","W6 4423","SOF","2023/11/17 16:45","Departed"
"Sochi","FV 6719","AER","2023/11/17 17:00","Departed"
"Samara","FV 6949","KUF","2023/11/17 17:20","Departed"
"Tehran","6A 222","IKA","2023/11/17 17:35","Departed"
"Moscow","A4 7029","VKO","2023/11/17 17:35","Departed"
"Kishinev","3F 868","KIV","2023/11/17 18:30","Departed"
"Moscow","3F 316","DME","2023/11/17 18:30","Departed"
"Moscow","5G 510","VKO","2023/11/17 19:10","Departed"
"Kaluga","A4 4009","KLF","2023/11/17 19:15","Departed"
"Larnaca","W6 4549","LCA","2023/11/17 19:20","Departed"
"Moscow","SU 1862","SVO","2023/11/17 19:30","Departed"
"Abu Dhabi","5W 7187","AUH","2023/11/17 20:00","Departed"
"Venice","W4 5483","VCE","2023/11/17 20:10","Delay"
"Paris","AF 1060","CDG","2023/11/17 20:15","Departed"
"Paris","DL 8722","CDG","2023/11/17 20:15","Departed"
"Paris","KL 2447","CDG","2023/11/17 20:15","Departed"
"Milan","3F 246","MXP","2023/11/17 20:30","Departed"
"St.Petersburg","FV 6923","LED","2023/11/17 20:45","Departed"
"Larnaca","W6 4557","LCA","2023/11/17 22:50","Departed"
"Mineralnye Vody","A4 6029","MRV","2023/11/17 22:50","Boarding"
"Tbilisi","3F 584","TBS","2023/11/17 23:00","Ontime"
"Dortmund","W6 4425","DTM","2023/11/17 23:40","Ontime"
"Moscow","JI 105","SVO","2023/11/17 23:50","Ontime"
"Doha","QR 285","DOH","2023/11/18 00:15","Ontime"
"Ufa","WZ 4673","UFA","2023/11/18 00:40","Ontime"
"Moscow","G6 404","DME","2023/11/18 01:15","Ontime"
"Malta","AMC 7014","MLA","2023/11/18 02:00","Ontime"
"Moscow","UT 785","VKO","2023/11/18 02:30","Ontime"
"Minsk","B2 733","MSQ","2023/11/18 04:05","Ontime"
"Athens","A3 898","ATH","2023/11/18 04:25","Ontime"
"Vienna","OS 641","VIE","2023/11/18 04:40","Delay"
"Vienna","UA 9827","VIE","2023/11/18 04:40","Ontime"
"Vienna","LH 6446","VIE","2023/11/18 04:40","Ontime"
"Moscow","SU 1964","SVO","2023/11/18 05:35","Ontime"
"Warsaw","LO 729","WAW","2023/11/18 05:35","Ontime"
"Kishinev","3F 534","KIV","2023/11/18 06:10","Ontime"
"Mineralnye Vody","A4 6031","MRV","2023/11/18 07:25","Ontime"
"Ufa","A4 4021","UFA","2023/11/18 09:00","Ontime"
"Larnaca","W6 4549","LCA","2023/11/18 09:05","Ontime"
"Moscow","3F 326","VKO","2023/11/18 09:20","Ontime"
"Sochi","A4 5029","AER","2023/11/18 10:45","Ontime"
"Abu Dhabi","5W 7013","AUH","2023/11/18 10:50","Ontime"
"Sochi","G6 402","AER","2023/11/18 10:50","Ontime"
"Dubai","FZ 717","DXB","2023/11/18 11:30","Ontime"
"Sharjah","G9 244","SHJ","2023/11/18 11:30","Ontime"
"Dubai","EK 2206","DXB","2023/11/18 11:30","Ontime"
"Moscow","SU 1864","SVO","2023/11/18 13:25","Ontime"
"Rome","W4 8335","FCO","2023/11/18 13:45","Ontime"
"Sochi","FV 6719","AER","2023/11/18 14:20","Ontime"
"Tehran","IRB 9724","IKA","2023/11/18 14:40","Ontime"
"Moscow","JI 103","SVO","2023/11/18 14:45","Ontime"
"Moscow","SU 1860","SVO","2023/11/18 14:50","Ontime"
"Sharm El Sheikh","3F 7642","SSH","2023/11/18 15:20","Ontime"
"Paris","TO 7490","ORY","2023/11/18 15:30","Ontime"
"Volgograd","FV 6945","VOG","2023/11/18 16:30","Ontime"
"Chelyabinsk","WZ 1225","CEK","2023/11/18 17:00","Ontime"
"Tehran","6A 222","IKA","2023/11/18 17:35","Ontime"
"Moscow","A4 7029","VKO","2023/11/18 17:35","Ontime"
"Saratov","5G 171","GSV","2023/11/18 17:50","Ontime"
"Brussels","SN 2899","BRU","2023/11/18 18:20","Ontime"
"Kazan","WZ 4677","KZN","2023/11/18 18:30","Ontime"
"Kishinev","3F 868","KIV","2023/11/18 18:30","Ontime"
"Moscow","3F 316","DME","2023/11/18 18:30","Ontime"
"St.Petersburg","FV 6923","LED","2023/11/18 18:55","Ontime"
"Moscow","SU 1862","SVO","2023/11/18 19:30","Ontime"
"Yekaterinburg","WZ 1129","SVX","2023/11/18 20:25","Ontime"
"Moscow","G6 404","DME","2023/11/18 20:30","Ontime"
"Vienna","W4 2891","VIE","2023/11/18 20:40","Ontime"
"Doha","QR 287","DOH","2023/11/18 21:05","Ontime"
"Paris","3F 928","CDG","2023/11/18 21:40","Ontime"
"Mineralnye Vody","3F 362","MRV","2023/11/18 21:40","Ontime"
"Mineralnye Vody","A4 6029","MRV","2023/11/18 22:00","Ontime"
"Milan","W4 5567","MXP","2023/11/18 22:15","Ontime"
"Sochi","JI 125","AER","2023/11/18 22:20","Ontime"
"Abu Dhabi","5W 7187","AUH","2023/11/18 22:20","Ontime"
"Aktau","DV 845","SCO","2023/11/18 23:35","Ontime"
"Doha","QR 285","DOH","2023/11/19 00:15","Ontime"
"Novosibirsk","S7 5591","OVB","2023/11/19 00:25","Ontime"
"Ufa","5G 101","UFA","2023/11/19 02:10","Ontime"
"Moscow","UT 785","VKO","2023/11/19 02:30","Ontime"
"Istanbul","PC 550","SAW","2023/11/19 02:35","Departed"
"Sochi","WZ 4330","AER","2023/11/17 14:50","Departed"
"Moscow","JI 104","SVO","2023/11/17 15:50","Departed"
"Moscow","G6 403","DME","2023/11/17 16:50","Departed"
"Moscow","SU 1861","SVO","2023/11/17 17:20","Departed"
"Dortmund","W6 4426","DTM","2023/11/17 17:20","Departed"
"Sochi","FV 6720","AER","2023/11/17 17:50","Departed"
"Sochi","SU 6720","AER","2023/11/17 17:50","Departed"
"Samara","FV 6950","KUF","2023/11/17 18:20","Departed"
"Moscow","A4 7030","VKO","2023/11/17 18:25","Departed"
"Tbilisi","3F 583","TBS","2023/11/17 19:50","Departed"
"Larnaca","W6 4550","LCA","2023/11/17 19:55","Departed"
"Mineralnye Vody","A4 6032","MRV","2023/11/17 20:05","Departed"
"Moscow","SU 1863","SVO","2023/11/17 20:30","Departed"
"Abu Dhabi","5W 7188","AUH","2023/11/17 20:35","Departed"
"Venice","W4 5484","VCE","2023/11/17 20:45","Departed"
"St.Petersburg","FV 6922","LED","2023/11/17 21:45","Delay"
"St.Petersburg","SU 6922","LED","2023/11/17 21:45","Departed"
"Kishinev","3F 533","KIV","2023/11/17 21:45","Departed"
"Larnaca","W6 4558","LCA","2023/11/17 23:25","Departed"
"Mineralnye Vody","A4 6030","MRV","2023/11/17 23:40","Departed"
"Sofia","W6 4424","SOF","2023/11/18 00:15","Departed"
"Moscow","3F 325","VKO","2023/11/18 01:30","Departed"
"Ufa","WZ 4674","UFA","2023/11/18 01:30","Boarding"
"Doha","QR 286","DOH","2023/11/18 03:00","Ontime"
"Moscow","UT 786","VKO","2023/11/18 03:55","Ontime"
"Minsk","B2 734","MSQ","2023/11/18 04:55","Ontime"
"Athens","A3 899","ATH","2023/11/18 05:20","Ontime"
"Vienna","OS 642","VIE","2023/11/18 05:45","Ontime"
"Vienna","LH 6445","VIE","2023/11/18 05:45","Ontime"
"Vienna","UA 9828","VIE","2023/11/18 05:45","Ontime"
"Warsaw","LO 730","WAW","2023/11/18 06:30","Ontime"
"Moscow","SU 1965","SVO","2023/11/18 06:35","Ontime"
"Sochi","G6 401","AER","2023/11/18 07:00","Ontime"
"Moscow","JI 102","SVO","2023/11/18 07:15","Delay"
"Sharm El Sheikh","3F 7641","SSH","2023/11/18 07:50","Ontime"
"Mineralnye Vody","A4 6032","MRV","2023/11/18 08:15","Ontime"
"Paris","DL 8723","CDG","2023/11/18 09:25","Ontime"
"Paris","AF 1061","CDG","2023/11/18 09:25","Ontime"
"Paris","KL 2448","CDG","2023/11/18 09:25","Ontime"
"Larnaca","W6 4550","LCA","2023/11/18 09:40","Ontime"
"Ufa","A4 4022","UFA","2023/11/18 09:50","Ontime"
"Moscow","3F 315","DME","2023/11/18 10:30","Ontime"
"Saratov","5G 170","GSV","2023/11/18 10:45","Ontime"
"Paris","3F 927","CDG","2023/11/18 11:00","Ontime"
"Abu Dhabi","5W 7014","AUH","2023/11/18 11:25","Ontime"
"Sochi","A4 5030","AER","2023/11/18 11:35","Ontime"
"Moscow","G6 403","DME","2023/11/18 12:00","Ontime"
"Sharjah","G9 245","SHJ","2023/11/18 12:20","Ontime"
"Kishinev","3F 867","KIV","2023/11/18 12:20","Ontime"
"Dubai","FZ 718","DXB","2023/11/18 12:30","Ontime"
"Dubai","EK 2207","DXB","2023/11/18 12:30","Ontime"
"Tehran","6A 221","IKA","2023/11/18 13:35","Ontime"
"Moscow","SU 1865","SVO","2023/11/18 14:20","Ontime"
"Rome","W4 8336","FCO","2023/11/18 14:20","Ontime"
"Sochi","FV 6720","AER","2023/11/18 15:10","Ontime"
"Sochi","SU 6720","AER","2023/11/18 15:10","Ontime"
"Tehran","IRB 9725","IKA","2023/11/18 15:40","Ontime"
"Moscow","SU 1861","SVO","2023/11/18 15:45","Ontime"
"Paris","TO 7491","ORY","2023/11/18 16:25","Ontime"
"Volgograd","FV 6946","VOG","2023/11/18 17:30","Ontime"
"Volgograd","SU 6946","VOG","2023/11/18 17:30","Ontime"
"Chelyabinsk","WZ 1226","CEK","2023/11/18 17:50","Ontime"
"Mineralnye Vody","3F 361","MRV","2023/11/18 18:20","Ontime"
"Moscow","A4 7030","VKO","2023/11/18 18:25","Ontime"
"Sochi","JI 124","AER","2023/11/18 18:30","Ontime"
"Brussels","SN 2900","BRU","2023/11/18 19:20","Ontime"
"Kazan","WZ 4678","KZN","2023/11/18 19:20","Ontime"
"Ufa","5G 100","UFA","2023/11/18 19:30","Ontime"
"St.Petersburg","FV 6924","LED","2023/11/18 19:55","Ontime"
"St.Petersburg","SU 6924","LED","2023/11/18 19:55","Ontime"
"Moscow","SU 1863","SVO","2023/11/18 20:30","Ontime"
"Yekaterinburg","WZ 1130","SVX","2023/11/18 21:15","Ontime"
"Vienna","W4 2892","VIE","2023/11/18 21:15","Ontime"
"Kishinev","3F 533","KIV","2023/11/18 21:45","Ontime"
"CARDIFF","BRO 785B","CWL","2023/11/18 22:00","Ontime"
"Doha","QR 288","DOH","2023/11/18 22:05","Ontime"
"Mineralnye Vody","A4 6030","MRV","2023/11/18 22:50","Ontime"
"Milan","W4 5568","MXP","2023/11/18 22:50","Ontime"
"Abu Dhabi","5W 7188","AUH","2023/11/18 22:55","Ontime"
"St.Petersburg","3F 333","LED","2023/11/18 23:30","Ontime"
"Moscow","JI 100","SVO","2023/11/19 00:05","Ontime"
"Aktau","DV 846","SCO","2023/11/19 00:25","Ontime"
"Novosibirsk","S7 5592","OVB","2023/11/19 01:20","Ontime"
